REGION,TECHNOLOGY,YEAR,VALUE
GLOBAL,PWRBIOCRIXX01,2021.0,0.04
GLOBAL,PWRBIOCRIXX01,2022.0,0.04
GLOBAL,PWRBIOCRIXX01,2023.0,0.04
GLOBAL,PWRBIOCRIXX01,2024.0,0.04
GLOBAL,PWRBIOCRIXX01,2025.0,0.04
GLOBAL,PWRBIOCRIXX01,2026.0,0.04
GLOBAL,PWRBIOCRIXX01,2027.0,0.04
GLOBAL,PWRBIOCRIXX01,2028.0,0.04
GLOBAL,PWRBIOCRIXX01,2029.0,0.04
GLOBAL,PWRBIOCRIXX01,2030.0,0.04
GLOBAL,PWRBIOCRIXX01,2031.0,0.04
GLOBAL,PWRBIOCRIXX01,2032.0,0.0
GLOBAL,PWRBIOCRIXX01,2033.0,0.0
GLOBAL,PWRBIOCRIXX01,2034.0,0.0
GLOBAL,PWRBIOCRIXX01,2035.0,0.0
GLOBAL,PWRBIOCRIXX01,2036.0,0.0
GLOBAL,PWRBIOCRIXX01,2037.0,0.0
GLOBAL,PWRBIOCRIXX01,2038.0,0.0
GLOBAL,PWRBIOCRIXX01,2039.0,0.0
GLOBAL,PWRBIOCRIXX01,2040.0,0.0
GLOBAL,PWRBIOCRIXX01,2041.0,0.0
GLOBAL,PWRBIOCRIXX01,2042.0,0.0
GLOBAL,PWRBIOCRIXX01,2043.0,0.0
GLOBAL,PWRBIOCRIXX01,2044.0,0.0
GLOBAL,PWRBIOCRIXX01,2045.0,0.0
GLOBAL,PWRBIOCRIXX01,2046.0,0.0
GLOBAL,PWRBIOCRIXX01,2047.0,0.0
GLOBAL,PWRBIOCRIXX01,2048.0,0.0
GLOBAL,PWRBIOCRIXX01,2049.0,0.0
GLOBAL,PWRBIOCRIXX01,2050.0,0.0
GLOBAL,PWRCCGPANXX00,2021.0,0.3386
GLOBAL,PWRCCGPANXX00,2022.0,0.3386
GLOBAL,PWRCCGPANXX00,2023.0,0.3386
GLOBAL,PWRCCGPANXX00,2024.0,0.3386
GLOBAL,PWRCCGPANXX00,2025.0,0.0
GLOBAL,PWRCCGPANXX00,2026.0,0.0
GLOBAL,PWRCCGPANXX00,2027.0,0.0
